participantID,Age,Gender,NumOfNativeLanguages,TotalLanguages,Extroversion,fileID,chainID,generation_number,chain_number,gesture,gesture_chain,total_gesture_space2D,total_body_entropy2D,total_body_variability2D,X_embeddings,Y_embeddings,total_distance,diff_in_gesture_space,diff_in_entropy,diff_in_variability,diff_in_age,diff_in_extrovet
27,13.0,Woman / Weiblich,2.0,5.0,73.0,Donner_g_ch2_g7_compr.mp4,ch2g7,8.0,2.0,Donner,Donner_g_ch2,1.3581600220980727,15.591692205743318,1457.9351926468837,1.5645913,1.979152,611.8555627457704,0.09300872000812954,0.2577039530287717,499.3161111601496,,
56,21.0,Man / Männlich,2.0,2.0,80.0,rennen_g_ch3_g16_compr.mp4,ch3g16,17.0,3.0,rennen,rennen_g_ch3,0.5710685503017627,13.311165576998055,205.22035548230903,4.035898,-0.5101408,634.8516641277199,0.10867437144298825,3.4683950427899806,498.6719020191765,1.0,50.0
22,59.0,Woman / Weiblich,1.0,3.0,69.0,rennen_g_ch2_g2_compr.mp4,ch2g2,3.0,2.0,rennen,rennen_g_ch2,0.3422149107267246,14.45289833325434,651.1839312825491,3.8759358,-0.18335672,415.31930209315834,0.11120590958705792,2.473526690167537,331.3796994257879,37.0,19.0
1,26.0,Woman / Weiblich,1.0,3.0,40.0,Donner_g_ch1_g1_compr.mp4,ch1g1,2.0,1.0,Donner,Donner_g_ch1,1.0330680436436337,4.8004456953491506,508.3333333333343,9.748269,10.853933,475.1692599644002,0.3291754172667094,11.409674729383465,148.74716671016347,,
22,59.0,Woman / Weiblich,1.0,3.0,69.0,kalt_g_ch2_g2_compr.mp4,ch2g2,3.0,2.0,kalt,kalt_g_ch2,0.7553755651179971,13.733395639860817,3936.650246029667,2.9395993,2.3586476,681.9136643302498,0.1700352327460053,0.29957107026495144,320.7619209720415,37.0,19.0
33,55.0,Man / Männlich,1.0,2.0,80.0,leise_g_ch2_g13_compr.mp4,ch2g13,14.0,2.0,leise,leise_g_ch2,0.5572636839351472,12.847840264345011,920.84904461207,4.630486,1.0739347,1302.3605796966126,0.13834628156472034,11.511012169411636,920.84904461207,31.0,39.0
38,9.0,Woman / Weiblich,1.0,2.0,48.0,Donner_g_ch2_g18_compr.mp4,ch2g18,19.0,2.0,Donner,Donner_g_ch2,1.7715415758211692,15.161828892463287,1035.9405076716391,0.834237,1.278129,506.61193243165894,0.30261081314829474,0.08075025782981626,307.9291417722195,43.0,26.0
58,28.0,Man / Männlich,1.0,2.0,60.0,langsam_g_ch3_g18_compr.mp4,ch3g18,19.0,3.0,langsam,langsam_g_ch3,0.73724305589886,16.37766584196873,886.5796615405281,2.5729115,0.552905,563.3368270271253,0.05926395786697847,0.640824990336883,452.8756210644797,22.0,30.0
20,,,,,,leise_g_ch1_g20_compr.mp4,ch1g20,21.0,1.0,leise,leise_g_ch1,0.1760033229053797,0.9737192586096516,2452.6629518862924,11.828477,7.3857293,1610.9847779813815,0.1570255061934512,0.09430297629775952,1139.1382196401833,,
53,32.0,Woman / Weiblich,1.0,3.0,50.0,kalt_g_ch3_g13_compr.mp4,ch3g13,14.0,3.0,kalt,kalt_g_ch3,0.8686045357069574,3.5606692847434296,2322.161523573661,11.326347,10.227859,1960.0477304167705,0.25981579909064423,1.6427451345256583,1600.2538724809683,11.0,3.0
45,43.0,Woman / Weiblich,1.0,4.0,50.0,leise_g_ch3_g5_compr.mp4,ch3g5,6.0,3.0,leise,leise_g_ch3,0.4926345440037805,0.6761035344701588,2418.7156065121044,11.780265,7.1904726,3075.8238181531156,0.2025024383571296,1.9890985292427645,2174.934832569724,15.0,4.0
15,44.0,Woman / Weiblich,1.0,5.0,70.0,langsam_g_ch1_g15_compr.mp4,ch1g15,16.0,1.0,langsam,langsam_g_ch1,0.8278048746924972,15.081157380129625,1318.864651323824,1.4519004,-0.22646165,331.949425988448,0.009248304279156239,1.3284056406745322,235.0178443361492,33.0,30.0
31,36.0,Woman / Weiblich,1.0,5.0,12.0,rennen_g_ch2_g11_compr.mp4,ch2g11,12.0,2.0,rennen,rennen_g_ch2,0.5923829005981677,16.258385506906325,253.00114181895464,4.4747376,0.18574265,352.7269427408507,0.05232714904261759,0.17893012462963753,284.5560856710982,9.0,39.0
2,24.0,Prefer not to say / Keine Angabe,1.0,7.0,17.0,langsam_g_ch1_g2_compr.mp4,ch1g2,3.0,1.0,langsam,langsam_g_ch1,0.5211240596888447,15.889678999015842,409.6203051406727,4.9736247,-0.1637705,97.05756985557636,0.08469109250566376,0.1543278469155993,35.9969034586951,2.0,23.0
19,57.0,Woman / Weiblich,1.0,2.0,39.0,leise_g_ch1_g19_compr.mp4,ch1g19,20.0,1.0,leise,leise_g_ch1,0.3330288290988309,1.068022234907411,1313.5247322461091,11.604963,7.076543,1857.605772220578,0.17234303680231555,0.62143848252431,1313.5247322461091,38.0,25.0
24,66.0,Woman / Weiblich,1.0,5.0,60.0,langsam_g_ch2_g4_compr.mp4,ch2g4,5.0,2.0,langsam,langsam_g_ch2,0.6101919244775156,15.213210639924556,2690.919495516822,1.3208584,-0.20583533,2915.8612364251244,0.6471237059302732,0.04273574948587999,2244.739167087444,31.0,17.0
54,26.0,Non-binary / Nicht-binär,1.0,2.0,70.0,leise_g_ch3_g14_compr.mp4,ch3g14,15.0,3.0,leise,leise_g_ch3,0.4821933834387193,11.069851592210275,0.0,4.8729095,0.93933356,1155.022912357383,0.050052211915945,9.242501177879518,816.6666666666683,6.0,20.0
6,24.0,Woman / Weiblich,1.0,3.0,71.0,langsam_g_ch1_g6_compr.mp4,ch1g6,7.0,1.0,langsam,langsam_g_ch1,0.6996086688957369,16.19830286477429,1274.6517707617522,2.7815835,0.1033811,661.6486229309699,0.29591555398650304,0.3190028974541903,527.8877612061306,35.0,5.0
11,25.0,Woman / Weiblich,1.0,4.0,76.0,langsam_g_ch1_g11_compr.mp4,ch1g11,12.0,1.0,langsam,langsam_g_ch1,0.2417254450011217,10.232490763393953,0.0,4.673726,1.4237504,1229.2448844426096,0.5504583203691419,5.010508524544852,988.6393832694628,0.0,6.0
35,15.0,Man / Männlich,2.0,4.0,43.0,rennen_g_ch2_g15_compr.mp4,ch2g15,16.0,2.0,rennen,rennen_g_ch2,1.3332030775950603,15.190964789362129,920.4178268419696,0.5891789,0.8003436,799.9767837994377,0.0712718194252262,1.35753259268221,652.6218631550125,1.0,18.0
41,29.0,Woman / Weiblich,1.0,3.0,50.0,leise_g_ch3_g1_compr.mp4,ch3g1,2.0,3.0,leise,leise_g_ch3,0.4681719869257685,1.8453515633928943,750.0000000000009,11.679279,6.6227965,4.834849819800819,0.1541060469166723,0.3659552580051,3.387278734445772,,
57,50.0,Woman / Weiblich,1.0,2.0,30.0,kalt_g_ch3_g17_compr.mp4,ch3g17,18.0,3.0,kalt,kalt_g_ch3,0.7986542803771879,12.273508196582211,3221.5840872221397,2.8829675,2.2914717,679.0592107593907,0.033593899515918846,2.0097863327561623,438.25075388881123,29.0,50.0
49,50.0,Man / Männlich,1.0,3.0,80.0,langsam_g_ch3_g9_compr.mp4,ch3g9,10.0,3.0,langsam,langsam_g_ch3,1.251284402989284,15.323246716520073,1180.4326812692766,0.6165032,0.45425922,359.1376612805764,0.22938727950818438,0.12182494903298391,293.09858052377376,22.0,52.0
50,62.0,Man / Männlich,1.0,2.0,75.0,leise_g_ch3_g10_compr.mp4,ch3g10,11.0,3.0,leise,leise_g_ch3,0.3802900209226335,0.7600353848400713,0.0,10.094713,6.160989,4249.405568344151,0.6846279749959792,1.3277303948393189,3464.202159269011,12.0,5.0
28,80.0,Woman / Weiblich,1.0,1.0,80.0,leise_g_ch2_g8_compr.mp4,ch2g8,9.0,2.0,leise,leise_g_ch2,0.1948531373639052,1.61055836073059,0.0,10.483068,6.568428,14.02091059599034,0.4805129167633325,10.331644202064137,0.0,67.0,7.0
1,26.0,Woman / Weiblich,1.0,3.0,40.0,langsam_g_ch1_g1_compr.mp4,ch1g1,2.0,1.0,langsam,langsam_g_ch1,0.4364329671831809,16.04400684593144,373.6234016819776,5.1043158,-0.4460262,216.58819267754163,0.3352056821207158,0.6996319061362186,105.5442986347278,,
32,24.0,Woman / Weiblich,1.0,4.0,41.0,rennen_g_ch2_g12_compr.mp4,ch2g12,13.0,2.0,rennen,rennen_g_ch2,0.5067672740046956,15.696808001293393,223.0297923648341,2.098708,-0.7906886,67.29643042567122,0.0856156265934721,0.5615775056129326,29.971349454120542,12.0,29.0
16,27.0,Man / Männlich,1.0,2.0,30.0,langsam_g_ch1_g16_compr.mp4,ch1g16,17.0,1.0,langsam,langsam_g_ch1,0.788845875511428,16.173165943995965,1603.3988412009976,1.5566503,0.03579917,354.353596957892,0.038958999181069154,1.0920085638663402,284.5341898771735,17.0,40.0
46,26.0,Woman / Weiblich,1.0,3.0,75.0,leise_g_ch3_g6_compr.mp4,ch3g6,7.0,3.0,leise,leise_g_ch3,1.0655721883761704,2.6947287313054904,2096.5979813466606,11.185187,10.361671,1803.5188170764184,0.5729376443723899,2.0186251968353317,322.11762516544377,17.0,25.0
50,62.0,Man / Männlich,1.0,2.0,75.0,kalt_g_ch3_g10_compr.mp4,ch3g10,11.0,3.0,kalt,kalt_g_ch3,0.9799670971983874,3.691068970683549,1578.7749254826572,10.891521,10.152228,1933.7840994697265,0.20970859507248107,1.5334380662367373,1578.7749254826572,12.0,5.0
9,58.0,Woman / Weiblich,1.0,1.0,50.0,leise_g_ch1_g9_compr.mp4,ch1g9,10.0,1.0,leise,leise_g_ch1,0.4706665665639193,1.1087779381404268,1958.333333333328,11.018012,9.083275,2554.110086368799,0.0898065913975033,0.29609576465324183,358.33333333333235,34.0,4.0
57,50.0,Woman / Weiblich,1.0,2.0,30.0,leise_g_ch3_g17_compr.mp4,ch3g17,18.0,3.0,leise,leise_g_ch3,0.5556199111090946,1.303177070047934,0.0,10.384756,5.507821,4796.552899709667,0.2250992104743726,9.21875923871495,3391.666666666687,29.0,50.0
27,13.0,Woman / Weiblich,2.0,5.0,73.0,langsam_g_ch2_g7_compr.mp4,ch2g7,8.0,2.0,langsam,langsam_g_ch2,1.2132170665845683,16.2034519141532,1816.4509413390867,1.6950315,1.7992628,1174.4266788788889,0.7313642553404376,0.141915892062908,958.7124783338268,,
54,26.0,Non-binary / Nicht-binär,1.0,2.0,70.0,kalt_g_ch3_g14_compr.mp4,ch3g14,15.0,3.0,kalt,kalt_g_ch3,0.9788278332395054,2.6611584020811514,2574.9999999999964,11.321815,10.31385,318.08819918982044,0.110223297532548,0.8995108826622782,252.83847642633555,6.0,20.0
42,35.0,Man / Männlich,2.0,4.0,30.0,leise_g_ch3_g2_compr.mp4,ch3g2,3.0,3.0,leise,leise_g_ch3,0.5146494158049024,2.1657830515014003,0.0,10.549087,5.5132704,1060.6614521025022,0.04647742887913392,0.32043148810850597,750.0000000000009,6.0,20.0
36,15.0,Man / Männlich,1.0,3.0,45.0,rennen_g_ch2_g16_compr.mp4,ch2g16,17.0,2.0,rennen,rennen_g_ch2,1.210446305391077,14.564396032789071,410.745472062765,0.57970154,0.82530385,633.407552776049,0.12275677220398329,0.6265687565730573,509.6723547792046,0.0,2.0
12,25.0,Man / Männlich,1.0,4.0,55.0,langsam_g_ch1_g12_compr.mp4,ch1g12,13.0,1.0,langsam,langsam_g_ch1,0.5191652834674738,15.78498392398788,772.6455995563415,1.7563902,-0.71241367,946.6927147255316,0.2774398384663521,5.552493160593928,772.6455995563415,0.0,21.0
5,59.0,Man / Männlich,1.0,2.0,66.0,langsam_g_ch1_g5_compr.mp4,ch1g5,6.0,1.0,langsam,langsam_g_ch1,0.99552422288224,16.51730576222848,1802.5395319678828,2.748673,1.5502234,725.5724800394661,0.15461979798024716,0.9945521292692501,592.4021384586583,1.0,20.0
19,57.0,Woman / Weiblich,1.0,2.0,39.0,kalt_g_ch1_g19_compr.mp4,ch1g19,20.0,1.0,kalt,kalt_g_ch1,0.8467918770172608,4.122301383273721,1343.5520587257436,10.835913,9.871689,932.8279177417684,0.13901663801915487,0.3930042412375423,593.5520587257423,38.0,25.0
23,35.0,Woman / Weiblich,1.0,4.0,43.0,langsam_g_ch2_g3_compr.mp4,ch2g3,4.0,2.0,langsam,langsam_g_ch2,1.2573156304077888,15.170474890438676,446.18032842937765,1.5734748,0.33522248,498.6584331518463,0.32304672906565,0.1507983356241116,404.92653766359655,24.0,26.0
53,32.0,Woman / Weiblich,1.0,3.0,50.0,leise_g_ch3_g13_compr.mp4,ch3g13,14.0,3.0,leise,leise_g_ch3,0.4321411715227743,1.8273504143307575,816.6666666666683,11.686953,6.665409,1154.9424213093566,0.02945801808963966,0.43993811010952544,816.6666666666683,11.0,3.0
20,,,,,,kalt_g_ch1_g20_compr.mp4,ch1g20,21.0,1.0,kalt,kalt_g_ch1,0.7348127922040295,2.220224661775946,261.5244954653289,9.680805,8.57514,1331.6400327404374,0.11197908481323127,1.9020767214977754,1082.0275632604146,,
58,28.0,Man / Männlich,1.0,2.0,60.0,Donner_g_ch3_g18_compr.mp4,ch3g18,19.0,3.0,Donner,Donner_g_ch3,2.3184613619846632,4.976519767368795,2460.577120238952,9.573329,12.125172,2374.847623023048,0.39073591918282324,9.888844665993982,1938.0183904412377,22.0,30.0
33,55.0,Man / Männlich,1.0,2.0,80.0,kalt_g_ch2_g13_compr.mp4,ch2g13,14.0,2.0,kalt,kalt_g_ch2,1.0193663124104912,13.484686296432187,1199.9999999999986,3.2307718,1.5781713,1697.057344635197,0.27470995281054456,0.60572626903304,1199.9999999999986,31.0,39.0
3,32.0,Woman / Weiblich,1.0,3.0,60.0,rennen_g_ch1_g3_compr.mp4,ch1g3,4.0,1.0,rennen,rennen_g_ch1,0.6194316835858207,16.702084033022828,193.79186396168603,4.617815,0.20773435,208.1058221057337,0.2614863840211888,0.15323046472354207,163.52243637102396,8.0,43.0
38,9.0,Woman / Weiblich,1.0,2.0,48.0,langsam_g_ch2_g18_compr.mp4,ch2g18,19.0,2.0,langsam,langsam_g_ch2,1.262456493495152,15.250789066332151,1586.7991014486431,0.9341783,1.0293164,294.8657321917441,0.26729209039889146,0.6370607578643845,189.5846810618009,43.0,26.0
3,32.0,Woman / Weiblich,1.0,3.0,60.0,kalt_g_ch1_g3_compr.mp4,ch1g3,4.0,1.0,kalt,kalt_g_ch1,0.5794584637872674,3.801242467207707,1567.8691216359898,10.988106,9.38346,1421.6575089055218,0.33407130885033265,0.6702505109502823,1154.903132142124,8.0,43.0
15,44.0,Woman / Weiblich,1.0,5.0,70.0,Donner_g_ch1_g15_compr.mp4,ch1g15,16.0,1.0,Donner,Donner_g_ch1,1.111557006800397,5.369107965170931,887.1925731319511,10.005874,11.151352,289.53308066601676,0.027092503850544958,0.03337533646873947,39.14879639894184,33.0,30.0
51,21.0,Man / Männlich,1.0,2.0,60.0,rennen_g_ch3_g11_compr.mp4,ch3g11,12.0,3.0,rennen,rennen_g_ch3,0.3474555591428053,15.530778590939144,180.3247259882054,4.726159,-0.6104336,158.29062157505825,0.0965682890128059,0.9790924643699466,50.94974523278344,41.0,15.0
25,33.0,Man / Männlich,1.0,2.0,80.0,rennen_g_ch2_g5_compr.mp4,ch2g5,6.0,2.0,rennen,rennen_g_ch2,0.488009004100625,16.659723472029427,52.57435146874592,3.9740078,-0.4630655,1944.2747611473717,0.15949723805048627,1.9103693005775924,1502.9132158601558,33.0,20.0
49,50.0,Man / Männlich,1.0,3.0,80.0,Donner_g_ch3_g9_compr.mp4,ch3g9,10.0,3.0,Donner,Donner_g_ch3,1.325738274429613,14.462414239513665,1566.666666666645,2.055948,3.0276065,1012.4933591142172,0.019377887707111796,0.6161621862360835,799.8568947578913,22.0,52.0
6,24.0,Woman / Weiblich,1.0,3.0,71.0,Donner_g_ch1_g6_compr.mp4,ch1g6,7.0,1.0,Donner,Donner_g_ch1,1.11255560740409,4.805406057794335,1240.0621318459794,10.114949,11.071441,1083.1719310756698,0.7104255844224414,10.125106989246344,853.1741800681002,35.0,5.0
25,33.0,Man / Männlich,1.0,2.0,80.0,kalt_g_ch2_g5_compr.mp4,ch2g5,6.0,2.0,kalt,kalt_g_ch2,0.686870239054695,2.6570439105214625,0.0,9.6523,8.494334,2486.65965666056,0.17832968660675097,0.5285898079591558,1758.3333333333262,33.0,20.0
34,14.0,Man / Männlich,3.0,5.0,61.0,leise_g_ch2_g14_compr.mp4,ch2g14,15.0,2.0,leise,leise_g_ch2,0.4963846724711754,12.377744346492085,0.0,4.692256,1.1369413,1302.2774233790187,0.060879011463971844,0.4700959178529267,920.84904461207,41.0,19.0
55,20.0,Woman / Weiblich,2.0,4.0,30.0,rennen_g_ch3_g15_compr.mp4,ch3g15,16.0,3.0,rennen,rennen_g_ch3,0.4623941788587745,16.779560619788036,703.8922575014856,4.717112,-0.7346738,505.2675288892924,0.030310778328328625,0.1064106602215773,239.33936804052786,6.0,40.0
24,66.0,Woman / Weiblich,1.0,5.0,60.0,Donner_g_ch2_g4_compr.mp4,ch2g4,5.0,2.0,Donner,Donner_g_ch2,1.230460346944986,14.283792532672049,2367.750469105791,2.1030803,2.7708988,1920.518946240593,0.4187700162923802,0.44220713405677614,17.47848618266744,31.0,17.0
11,25.0,Woman / Weiblich,1.0,4.0,76.0,Donner_g_ch1_g11_compr.mp4,ch1g11,12.0,1.0,Donner,Donner_g_ch1,1.5621432296398567,5.181325800716009,1023.6466609568456,9.803202,11.863639,774.8993467046168,0.012036699896986747,7.750058962521062,632.5064292413006,0.0,6.0
7,50.0,Woman / Weiblich,1.0,2.0,40.0,kalt_g_ch1_g7_compr.mp4,ch1g7,8.0,1.0,kalt,kalt_g_ch1,0.5280319078185776,3.6495855950024065,1635.2462708614112,10.947596,9.40543,1096.8841246630402,0.35214687745096973,1.5213596745181626,747.4846395740433,26.0,31.0
48,28.0,Woman / Weiblich,1.0,1.0,28.0,rennen_g_ch3_g8_compr.mp4,ch3g8,9.0,3.0,rennen,rennen_g_ch3,0.5627431819213906,16.57045790922618,560.3162376865421,3.4897797,-0.5536223,364.81973344959374,0.2152491632147252,1.311544752653365,278.9407440251605,5.0,34.0
18,19.0,Woman / Weiblich,1.0,2.0,64.0,rennen_g_ch1_g18_compr.mp4,ch1g18,19.0,1.0,rennen,rennen_g_ch1,0.5071295713940361,16.463350799148564,703.6787049746763,5.122492,-0.19543652,,,,,,
48,28.0,Woman / Weiblich,1.0,1.0,28.0,kalt_g_ch3_g8_compr.mp4,ch3g8,9.0,3.0,kalt,kalt_g_ch3,0.8852927679414146,4.203327964535045,1308.333333333331,10.614915,9.964275,35.36197476658439,0.12266594090102267,0.5017026621691603,24.999999999999773,5.0,34.0
37,52.0,Woman / Weiblich,2.0,3.0,74.0,kalt_g_ch2_g17_compr.mp4,ch2g17,18.0,2.0,kalt,kalt_g_ch2,0.6797106111552581,12.42301959070615,3636.347954247115,2.8514888,2.2668548,2771.974310773082,0.018067067799360848,0.668993988392419,1611.347954247119,37.0,29.0
7,50.0,Woman / Weiblich,1.0,2.0,40.0,rennen_g_ch1_g7_compr.mp4,ch1g7,8.0,1.0,rennen,rennen_g_ch1,0.5447697360055443,16.29617207300552,516.9799619513035,2.1512275,-0.59086996,241.847625504073,0.0004307062591017985,0.052155139951540974,53.87513102162029,26.0,31.0
30,45.0,Woman / Weiblich,1.0,2.0,51.0,leise_g_ch2_g10_compr.mp4,ch2g10,11.0,2.0,leise,leise_g_ch2,0.392494427874005,1.5769083108350834,0.0,10.353355,6.0825624,1660.573053910895,0.04176089430941471,0.3772300844086429,1174.2018565817348,24.0,6.0
21,22.0,Non-binary / Nicht-binär,1.0,3.0,50.0,kalt_g_ch2_g1_compr.mp4,ch2g1,2.0,2.0,kalt,kalt_g_ch2,0.5853403323719918,14.032966710125768,3615.8883250576255,2.8835063,2.2580016,3794.243033359436,0.13237605237694516,9.658287953884557,2982.5498864332462,,
2,24.0,Prefer not to say / Keine Angabe,1.0,7.0,17.0,Donner_g_ch1_g2_compr.mp4,ch1g2,3.0,1.0,Donner,Donner_g_ch1,1.1564552228304228,4.5112326140681605,194.1416292870304,9.833212,10.752618,444.33443471730146,0.1233871791867891,0.2892130812809901,314.19170404630387,2.0,23.0
21,22.0,Non-binary / Nicht-binär,1.0,3.0,50.0,rennen_g_ch2_g1_compr.mp4,ch2g1,2.0,2.0,rennen,rennen_g_ch2,0.2310090011396667,16.926425023421878,319.8042318567612,5.2792063,-0.45131484,127.48843634268744,0.2429321903112636,0.08524202884909471,97.27443885342956,,
56,21.0,Man / Männlich,2.0,2.0,80.0,Donner_g_ch3_g16_compr.mp4,ch3g16,17.0,3.0,Donner,Donner_g_ch3,1.932658949123331,14.511414405471712,630.5600682382724,1.5924228,3.9039443,542.173398000405,0.08861837945927897,0.3459041382412167,437.1547943122646,1.0,50.0
42,35.0,Man / Männlich,2.0,4.0,30.0,kalt_g_ch3_g2_compr.mp4,ch3g2,3.0,3.0,kalt,kalt_g_ch3,0.9925058249985694,4.275513220418917,791.6666666666673,9.9804325,10.298529,1087.5593268263142,0.13321910285240868,0.03241026580995232,722.5065044083555,6.0,20.0
12,25.0,Man / Männlich,1.0,4.0,55.0,rennen_g_ch1_g12_compr.mp4,ch1g12,13.0,1.0,rennen,rennen_g_ch1,0.586933020623945,15.864997460364153,381.8928562941298,2.9841175,-0.58233476,238.168872170334,0.004760706855558294,0.0008193695352201047,189.27576665530415,0.0,21.0
36,15.0,Man / Männlich,1.0,3.0,45.0,langsam_g_ch2_g16_compr.mp4,ch2g16,17.0,2.0,langsam,langsam_g_ch2,0.7816460138985063,16.597595340345972,1191.4708774009057,0.74587923,0.14437312,1494.209796294842,0.03243180043412586,1.1677658509189754,1036.805943915034,0.0,2.0
42,35.0,Man / Männlich,2.0,4.0,30.0,rennen_g_ch3_g2_compr.mp4,ch3g2,3.0,3.0,rennen,rennen_g_ch3,0.5303442338249903,16.216527836477944,284.6609719216241,4.2128115,-0.4200117,97.30539546911751,0.1363534722654972,0.08483038556244082,78.9442683149538,6.0,20.0
47,23.0,Woman / Weiblich,1.0,3.0,62.0,Donner_g_ch3_g7_compr.mp4,ch3g7,8.0,3.0,Donner,Donner_g_ch3,1.4130788694066534,16.197587989474183,1033.9602552516694,1.5978917,2.6096363,371.86514838377343,0.48982064788770496,1.4024459306565102,303.62125431257596,3.0,13.0
8,24.0,Woman / Weiblich,4.0,5.0,54.0,Donner_g_ch1_g8_compr.mp4,ch1g8,9.0,1.0,Donner,Donner_g_ch1,1.2443782672688108,5.166231337372133,758.3333333333461,9.919922,11.124553,317.00767873543674,0.04358842610172564,0.3401545558386436,115.21101273603426,26.0,14.0
9,58.0,Woman / Weiblich,1.0,1.0,50.0,kalt_g_ch1_g9_compr.mp4,ch1g9,10.0,1.0,kalt,kalt_g_ch1,0.7304108469478711,3.826591168901749,4111.1426067015955,11.67491,10.478832,2371.7384961372354,0.1731382597386243,0.039609499004898296,1916.0262267609978,34.0,4.0
46,26.0,Woman / Weiblich,1.0,3.0,75.0,rennen_g_ch3_g6_compr.mp4,ch3g6,7.0,3.0,rennen,rennen_g_ch3,0.5306425051647295,15.39587111131931,340.28461567842044,4.883447,-0.1737497,226.58139976860312,0.09386276875701316,0.9446142539573597,184.7995731826772,17.0,25.0
16,27.0,Man / Männlich,1.0,2.0,30.0,rennen_g_ch1_g16_compr.mp4,ch1g16,17.0,1.0,rennen,rennen_g_ch1,0.3698051827424833,12.989123458347716,1561.676743713353,4.211507,-1.1123724,1519.7167373569423,0.07423431592367019,3.1195461092796535,1238.1322224131904,17.0,40.0
