participantID,Age,BirthPlace,Gender,NativeLanguages,NumOfNativeLanguages,Other Languages,TotalLanguages,Extroversion,Hand,fileID,chainID,generation_number,chain_number,gesture,gesture_chain,event,left_wrist_space2D,right_wrist_space2D,left_knee_space2D,right_knee_space2D,nose_space2D,total_arm_boundingbox2D,left_arm_entropy,right_arm_entropy,total_arm_entropy2Daggregated,left_wrist_variability2D,right_wrist_variability2D,left_knee_variability2D,right_knee_variability2D,left_wrist_submovements,right_wrist_submovements,left_knee_submovements,right_knee_submovements,right_wrist_SpeedAVG,left_wrist_SpeedAVG,left_knee_SpeedAVG,right_knee_SpeedAVG,right_wrist_AccelAVG,left_wrist_AccelAVG,right_knee_AccelAVG,left_knee_AccelAVG,right_wrist_SpeedSD,left_wrist_SpeedSD,right_knee_SpeedSD,left_knee_SpeedSD,right_wrist_AccelSD,left_wrist_AccelSD
7,33,23/06/1990,Man / Man,Spanish,,English (fluent),2.0,81.0,Right-handed / Rechtshandig,onweer_g_ch1_g7_compr.mp4,ch1g7,7.0,1.0,onweer,onweer_g_ch1,nijmegen,0.0,0.3586164325848301,0.0,0.0,0.0,0.36343075481391407,0.0,5.63056617706456,2.814738506186044,0.0,416.546649381691,0.0,0.0,0.0,6.0,0.0,0.0,0.00046704984224083115,6.635790446175212e-05,0.0,0.0,4.375932166189952e-07,-3.7808806035462905e-07,0.0,0.0,0.00023796507039124923,5.1244720212744145e-05,0.0,0.0,0.0,0.0
49,50.0,Düsseldorf ,Man / Männlich,Deutsch,1.0,"English (fluent), French (Grundkenntnisse)",3.0,80.0,Right-handed / Rechtshänder*in,Donner_g_ch3_g9_compr.mp4,ch3g9,9.0,3.0,Donner,Donner_g_ch3,lndw,0.2374660403533455,0.24357273345482502,0.005646531269007042,0.01600515420199164,0.0,0.22723808178606536,3.7533590880304017,4.212769613958641,1.9762520166192057,749.99999999999,1170.5490955894068,0.0,516.6666666666675,3.0,4.0,2.0,3.0,0.00027204198524003197,0.0002627708251164989,3.671511524389162e-05,1.553593988074997e-05,-1.0554760301370196e-06,-1.267696033022309e-06,1.0882917602902782e-07,-2.6391855989100053e-07,0.00028776483121652457,0.000278858379378643,1.5062025684747441e-05,1.296201307776901e-05,1.8853699836650637e-05,2.086687229658156e-05
6,24.0,China,Woman / Weiblich,Chinese,1.0,"English - fluent, German - basic knowledge ",3.0,71.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g6_compr.mp4,ch1g6,6.0,1.0,Donner,Donner_g_ch1,lndw,0.20192716628941335,0.19739751824452595,0.0,0.0,0.0,0.35213812149799356,4.903931521013562,5.020318477952266,2.5005593254474103,613.1657379715621,636.1232410294135,0.0,0.0,5.0,5.0,0.0,0.0,0.00035144817071421845,0.0003708181375138248,0.0,0.0,5.039549615548075e-07,7.412837481787134e-07,0.0,0.0,0.0002662139646781509,0.0002757772250418229,0.0,0.0,0.0,0.0
18,38,Stuttgart,Woman / Vrouw,German,,,,38.0,Right-handed / Rechtshandig,stil_g_ch1_g18_compr.mp4,ch1g18,18.0,1.0,stil,stil_g_ch1,nijmegen,0.09414585193550747,0.15600520196546336,0.0,0.0,0.0,0.1534317575879837,3.144019866179874,2.641154299110088,1.2605132249441413,0.0,1559.5781322579733,0.0,0.0,2.0,4.0,0.0,0.0,0.00024056225249325413,0.00012303796649745352,0.0,0.0,1.13381189793978e-06,3.080962352477204e-07,0.0,0.0,0.00030425122626748875,0.00015666013524927048,0.0,0.0,0.0,0.0
25,33.0,Iran,Man / Männlich,Persian,1.0,Englisch (fluent),2.0,80.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g5_compr.mp4,ch2g5,5.0,2.0,kalt,kalt_g_ch2,lndw,0.12689972592256712,0.14482645270961841,0.0,0.0,0.0,0.167732262837821,2.701158301691775,2.287011721769945,1.006633374492967,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.00012507867337760377,0.0001251960498072366,0.0,0.0,1.0533687057728585e-06,7.730761014909791e-07,0.0,0.0,0.00019855793624764677,0.00019065708211802478,0.0,0.0,0.0,0.0
34,14.0,Berlin,Man / Männlich,"Schweizerdeutsch, deutsch, österreichisch",3.0,"Englisch (Grundkenntnisse), Deutsch (fließend)",5.0,61.0,Right-handed / Rechtshänder*in,leise_g_ch2_g14_compr.mp4,ch2g14,14.0,2.0,leise,leise_g_ch2,lndw,0.0,0.11675480437041899,0.01933961370479516,0.021702786107636984,0.0,0.03390529974995975,0.0,3.8909858819765404,1.4502765285698431,0.0,0.0,375.740010586517,240.11314205527177,0.0,2.0,5.0,7.0,0.00016644004620108155,0.00010212545711768012,3.934580728258735e-05,3.79468499618802e-05,6.31381416227722e-08,4.711216274387112e-07,2.7480305760230467e-07,2.7730754811819237e-07,0.00020223375969444503,0.00010904000470935174,1.9459022667921943e-05,2.0641694617199227e-05,1.048077005233286e-05,7.74390883420595e-06
24,66.0,Berlin,Woman / Weiblich,Deutsch,1.0,"English(fluent), French (basic),Russian (basic),Basque (basic)",5.0,60.0,Right-handed / Rechtshänder*in,Donner_g_ch2_g4_compr.mp4,ch2g4,4.0,2.0,Donner,Donner_g_ch2,lndw,0.20127153166611345,0.22046156490445545,0.011265632672034794,0.007725524467564476,0.02321363604285949,0.272512734733757,3.6166296639180677,3.3788561548322766,1.7208927613471894,2692.55947811928,2789.1336767295297,571.0171679210819,452.6966465309999,7.0,6.0,12.0,14.0,0.0001435668314942982,0.00014608736608110828,1.2138402155902014e-05,1.3735690421257915e-05,7.397915090526889e-08,1.7760262914277882e-07,3.95448168341153e-08,-4.1232854073119586e-08,0.000163980283723925,0.00015653537677023138,7.294704198208203e-06,8.737591825870367e-06,7.029186566689456e-06,5.89876859422454e-06
11,25.0,Kolumbien,Woman / Weiblich,Spanisch,1.0,"English (fluent), german (fluent), italian (basic knowledge)",4.0,76.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g11_compr.mp4,ch1g11,11.0,1.0,Donner,Donner_g_ch1,lndw,0.28182548007454017,0.2642866925211086,0.0,0.0,0.0,0.42109834879340996,5.627407312315367,5.535602283102735,2.7058513240862574,347.4776838024856,517.5228121649427,0.0,0.0,4.0,5.0,0.0,0.0,0.0005099162976720407,0.000565368300086618,0.0,0.0,-1.644884129193492e-06,-1.3742073397931684e-06,0.0,0.0,0.0003146717774319899,0.0003173987927588254,0.0,0.0,0.0,0.0
7,50.0,England,Woman / Weiblich,Englisch,1.0,German fluent ,2.0,40.0,Left-handed / Linkshänder*in,kalt_g_ch1_g7_compr.mp4,ch1g7,7.0,1.0,kalt,kalt_g_ch1,lndw,0.08149715996979687,0.10958683082352888,0.0,0.0,0.0,0.20341191216519347,2.708207837165868,3.765886676389388,1.480676061828419,1489.080626128457,580.1470888652187,0.0,0.0,9.0,10.0,0.0,0.0,0.00011239782405522736,9.305180614406399e-05,0.0,0.0,-1.05634954193046e-07,-3.816713611632007e-07,0.0,0.0,0.00016267731990505713,0.00015568973582737476,0.0,0.0,0.0,0.0
58,28.0,Deutschland ,Man / Männlich,Deutsch ,1.0,Englisch (fließend),2.0,60.0,Right-handed / Rechtshänder*in,lndw_lndw_rennen_g_ch3_g18_compr.mp4,ch3g18,18.0,3.0,lndw_lndw_rennen,lndw_lndw_rennen_g_ch3,lndw,0.059589586822080015,0.05594583890098003,0.026479626598513453,0.032680981153003226,0.023128318269196896,0.030355130135304362,5.55743052778595,5.656947184606155,2.808987857772263,120.29912421416063,161.14553032722918,110.95668280700149,132.26613726029603,10.0,9.0,10.0,8.0,0.00017873384919735787,0.0002136394883324788,0.00013289429270191158,0.00012220216451180538,-8.160564296574985e-08,3.91770481012812e-08,8.284460367634485e-09,-7.732413779061923e-08,0.00010798057132054779,0.00012191681803324125,0.00010607520033630174,7.65571812131164e-05,2.6940850447622338e-05,2.652414428061461e-05
25,33,Netherlands,Woman / Vrouw,Dutch,,"English (fluent), German (good)",3.0,72.0,Right-handed / Rechtshandig,onweer_g_ch2_g5_compr.mp4,ch2g5,5.0,2.0,onweer,onweer_g_ch2,nijmegen,0.41040914240731796,0.2842067473081728,0.09925468365605036,0.1468624137689184,0.21447268343096898,1.1142705464455644,5.141247396345005,4.9359961165231185,2.733211947315652,755.2604725154938,575.4642665579327,128.4001996299268,293.32120003315583,10.0,10.0,20.0,17.0,0.000243048567340056,0.0002846895957695672,9.39237264373336e-05,0.00011368704776786807,8.085249055022144e-08,5.288260735446286e-07,1.0782900157450811e-07,1.1901488438245236e-07,0.00020043309946545337,0.000194251601260783,7.513905971041217e-05,8.468417279971951e-05,1.4341503222202397e-05,1.5159703007672068e-05
48,28.0,Greece,Woman / Weiblich,Greek,1.0,Greek- basic,1.0,28.0,Right-handed / Rechtshänder*in,kalt_g_ch3_g8_compr.mp4,ch3g8,8.0,3.0,kalt,kalt_g_ch3,lndw,0.16808238512128004,0.15903227099869133,0.0,0.0,0.0,0.159481061295109,4.724670347540297,4.622007301088519,2.1754368586864206,258.3333333333295,1316.6666666666645,0.0,0.0,3.0,3.0,0.0,0.0,0.00023401253840924915,0.00024076158093437188,0.0,0.0,-5.943125948407103e-07,-3.1781387675651137e-07,0.0,0.0,0.000220122909905864,0.00021745192900126626,0.0,0.0,0.0,0.0
37,52.0,Österreich,Woman / Weiblich,"Österreichisch, deutsch",2.0,Englisch (fließend),3.0,74.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g17_compr.mp4,ch2g17,17.0,2.0,kalt,kalt_g_ch2,lndw,0.12320069319634322,0.11656046759046067,0.01101008964436298,0.007591568015003169,0.0,0.19688699686419373,3.305352189210695,3.241334839854235,1.1238903638927877,2075.418297864587,1934.8155237931956,766.6696610314082,435.90759582596394,5.0,6.0,12.0,13.0,0.00016741497431418877,0.0001499067784762573,1.3121170073834216e-05,1.6152615370302804e-05,-7.205369624456517e-08,-2.7570635568625004e-07,2.2169697662407213e-08,-2.3348396645832694e-08,0.0002161851521109804,0.0001921281938995943,9.882631504537292e-06,1.6221306527094854e-05,1.4433497311497076e-05,1.2221421682645115e-05
15,44.0,Bünde,Woman / Weiblich,Deutsch,1.0,"English (fluent), French (Fluent), Spanish (basic), Polish (basic)",5.0,70.0,Right-handed / Rechtshänder*in,lndw_lndw_rennen_g_ch1_g15_compr.mp4,ch1g15,15.0,1.0,lndw_lndw_rennen,lndw_lndw_rennen_g_ch1,lndw,0.06993953103126119,0.054368483416959185,0.00999969120766844,0.014789334907829159,0.0,0.03925258132114265,5.550087938592471,5.532991110640667,2.8688106326661806,133.7017479594341,160.4767715725015,120.97692617464892,225.3940308344529,13.0,14.0,13.0,10.0,0.00017064855200307343,0.0002330524001776069,4.705391581194449e-05,4.1385299148485976e-05,6.858966403942183e-08,6.430766024575671e-07,-5.6926574513306017e-08,9.16868643525201e-08,0.00010269110349104029,0.00011853345539836072,3.2669336355404245e-05,1.9890010434610066e-05,2.5876858630018655e-05,2.545145592740036e-05
30,45.0,Dresden,Woman / Weiblich,Deutsch,1.0,Englisch,2.0,51.0,Right-handed / Rechtshänder*in,leise_g_ch2_g10_compr.mp4,ch2g10,10.0,2.0,leise,leise_g_ch2,lndw,0.0,0.14431148287153683,0.0,0.0,0.011583731150127497,0.051493415702646705,0.0,3.865647531274787,1.6626982849388068,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0001877290717225103,1.0169475864259823e-05,0.0,0.0,-3.0373661996926013e-07,-3.151437020887609e-08,0.0,0.0,0.00020318917183291278,7.990283065495683e-06,0.0,0.0,0.0,0.0
21,22.0,Berlin,Non-binary / Nicht-binär,Deutsch,1.0,"English (fluent), Estonia (basic knowledge)",3.0,50.0,Right-handed / Rechtshänder*in,kalt_g_ch2_g1_compr.mp4,ch2g1,1.0,2.0,kalt,kalt_g_ch2,lndw,0.12046808097369043,0.09670264985579384,0.002510191935996179,0.00612095391783864,0.0,0.21371681602236614,4.4417449661805355,3.360504401065344,1.5659834930581138,2109.63398615863,2133.1163084054233,366.6666666666663,140.69796859708754,4.0,4.0,3.0,8.0,0.00018168004266143256,0.00022216816163193412,9.753647471144816e-06,5.155527574279067e-06,9.60949790559247e-07,6.929176524878286e-07,1.4037028090248044e-08,2.986861816907879e-08,0.00023194120295642515,0.00023276534870099916,3.904109864889654e-06,4.4890591499351564e-06,1.1014338517116123e-05,1.2063027181131179e-05
2,24.0,Regensburg,Prefer not to say / Keine Angabe,Deutsch,1.0,"English (fluent), French (fluent), Spanish (good knowledge), Italian (basic), Russian (basic), Vietnamese (basic)",7.0,17.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g2_compr.mp4,ch1g2,2.0,1.0,Donner,Donner_g_ch1,lndw,0.22739097500508423,0.2015421117465147,0.0,0.0,0.0,0.20102440969285582,3.657994631343475,5.5198812256747765,2.6905551717824743,0.0,82.02679477907493,0.0,0.0,2.0,4.0,0.0,0.0,0.0005065030573093863,0.0003647615341622235,0.0,0.0,-4.017586199851341e-07,3.26031124488259e-08,0.0,0.0,0.00023940497548039408,0.0003556561016851137,0.0,0.0,0.0,0.0
3,67,Weesp,Woman / Vrouw,Nederland s,,Engels vloeiend Duits basis,3.0,80.0,Right-handed / Rechtshandig,onweer_g_ch1_g3_compr.mp4,ch1g3,3.0,1.0,onweer,onweer_g_ch1,nijmegen,0.0,0.3410129141019699,0.0,0.0,0.0,0.2903047933277377,0.0,5.315469359142332,2.6003703956532926,0.0,362.18660704393307,0.0,0.0,0.0,8.0,0.0,0.0,0.00034156221237578873,9.719747065202917e-05,0.0,0.0,-4.7357836979835523e-07,-6.993898831776222e-07,0.0,0.0,0.00022484088569142623,6.548877012214861e-05,0.0,0.0,0.0,0.0
56,21.0,Berlin,Man / Männlich,"Deutsch, Englisch",2.0,non,2.0,80.0,Right-handed / Rechtshänder*in,Donner_g_ch3_g16_compr.mp4,ch3g16,16.0,3.0,Donner,Donner_g_ch3,lndw,0.3624908898882378,0.32067884599036245,0.008823961328620178,0.006901819095444199,0.015461179716994561,0.6591278583466802,4.328380142780244,4.716936270063416,2.3191380333718836,338.5016001931647,323.81073957132486,149.99999999999952,20.78698548207765,5.0,7.0,3.0,4.0,0.0003943946051652751,0.0004446471782428556,2.2786007274975705e-05,3.0357706397579856e-05,-5.137546432550707e-07,-1.8591728864130555e-07,-1.1086778974101125e-07,-8.605994135485962e-08,0.00022768100910067676,0.00027256573677426687,1.235963779943152e-05,1.4246978196455366e-05,2.2246587351428155e-05,2.107774850735935e-05
1,27,Romania,Woman / Vrouw,Romanian,,"English(fluent), German (fluent), Dutch (basic), French (basic), Spanish (basic) (",5.0,41.0,Right-handed / Rechtshandig,nijmegen_nijmegen_rennen_g_ch1_g1_compr.mp4,ch1g1,1.0,1.0,nijmegen_nijmegen_rennen,nijmegen_nijmegen_rennen_g_ch1,nijmegen,0.07123128987958605,0.09706266418949258,0.012038392453976792,0.012812570522940292,0.0,0.056417299045323256,5.525732246965631,5.726431561679365,2.8496220987226084,125.81694630713267,103.01575072754194,130.1541553953116,63.40395672507428,10.0,8.0,9.0,7.0,0.00033970864671572354,0.0002972826096369418,4.9308654741984706e-05,4.1106947250223913e-05,-2.447229942768e-07,5.977341090789291e-07,-4.145081102883067e-08,-5.9479604414392685e-08,0.00020724470876105146,0.0002005956508978562,3.132216746779739e-05,1.913222311814912e-05,4.1865867626556795e-05,4.715391171022908e-05
1,27,Romania,Woman / Vrouw,Romanian,,"English(fluent), German (fluent), Dutch (basic), French (basic), Spanish (basic) (",5.0,41.0,Right-handed / Rechtshandig,stil_g_ch1_g1_compr.mp4,ch1g1,1.0,1.0,stil,stil_g_ch1,nijmegen,0.0,0.2393485538625634,0.0,0.0,0.0,0.09010213911883601,0.0,3.6835132084759277,1.5620378876163958,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0002533410474038784,2.569163251856437e-05,0.0,0.0,-2.7401963480018287e-08,-1.455945332108881e-07,0.0,0.0,0.0002902131990639695,1.769364495809851e-05,0.0,0.0,0.0,0.0
42,35.0,chisinau,Man / Männlich,"Deutsch, Russisch ",2.0,"englisch (fließend), spanisch (Grundkenntnisse)",4.0,30.0,Right-handed / Rechtshänder*in,kalt_g_ch3_g2_compr.mp4,ch3g2,2.0,3.0,kalt,kalt_g_ch3,lndw,0.19294379211294005,0.18612696654067634,0.0,0.0,0.0,0.1845192324956977,4.269769347766733,3.978416615183381,1.9772117494408816,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.00031109452874805086,0.00030358405431521517,0.0,0.0,2.189754505601368e-06,1.2940451722870419e-06,0.0,0.0,0.00029337827966844927,0.000277627299200269,0.0,0.0,0.0,0.0
36,15.0,2008,Man / Männlich,Deutsch,1.0,"English(fluent), french (basic knowledge)",3.0,45.0,Right-handed / Rechtshänder*in,langsam_g_ch2_g16_compr.mp4,ch2g16,16.0,2.0,langsam,langsam_g_ch2,lndw,0.09281774056600176,0.060847199243477965,0.05445203307870951,0.04763644588808548,0.0,0.07583909172582243,5.497650154730165,5.618658870980241,2.752831202186078,686.7469076688684,581.0670261586757,449.76537093121027,670.7488188973077,8.0,13.0,6.0,10.0,6.322623551603595e-05,0.0001225965992174413,6.407586154020121e-05,6.756027569474074e-05,1.0296456912545479e-07,6.426705920731914e-08,-7.742536623616729e-08,-1.4432475932852214e-08,3.254892023090023e-05,8.059461132052484e-05,3.341877370027053e-05,3.918407092751341e-05,2.7810008026240417e-06,6.859933718435444e-06
52,21.0,Berlin,Man / Männlich,Deutsch,1.0,"Englisch- sehr gut, Italienisch - grundlegend",3.0,53.0,Right-handed / Rechtshänder*in,lndw_lndw_rennen_g_ch3_g12_compr.mp4,ch3g12,12.0,3.0,lndw_lndw_rennen,lndw_lndw_rennen_g_ch3,lndw,0.09118617030796977,0.09470087181376508,0.011154691312996557,0.015961673404340654,0.0,0.045601143895392694,5.205442321378229,5.067380491852895,2.6188589867371594,217.8209991123925,563.1261946589889,122.68693220279494,106.61022812442067,7.0,6.0,5.0,7.0,0.00018039610428511316,0.0002009666440741025,6.136890864412241e-05,4.495427161747266e-05,-1.7711477248647929e-06,-1.3067660652151919e-06,-6.10695247009576e-08,-1.9072080343298257e-07,0.00015923269843543325,0.00015357264058590432,3.832121396470424e-05,2.6533653702648763e-05,2.068294447822844e-05,2.6310562635871673e-05
9,33,Salem (India),Woman / Vrouw,Tamil,,"English (fluent), Hindi (good)",3.0,25.0,Right-handed / Rechtshandig,onweer_g_ch1_g9_compr.mp4,ch1g9,9.0,1.0,onweer,onweer_g_ch1,nijmegen,0.0,0.4027399869300645,0.0,0.0,0.026604482158383715,0.45887250661718837,0.0,5.482646412369337,2.6735640250310406,0.0,679.7330630747848,0.0,0.0,0.0,7.0,0.0,0.0,0.00048716883619091963,7.03495354080206e-05,0.0,0.0,1.7091065529364533e-06,7.580821549996216e-08,0.0,0.0,0.00028718836461934363,6.600996048613214e-05,0.0,0.0,0.0,0.0
27,40,Lieshout,Man / Man,Nederlands,,"Engels (vloeiend), Duits (goed), Frans (basis)",4.0,70.0,Left-handed / Linkshandig,stil_g_ch2_g7_compr.mp4,ch2g7,7.0,2.0,stil,stil_g_ch2,nijmegen,0.06861480881825988,0.0638169535941154,0.022223452558797718,0.021844309240164943,0.0,0.04997334280894686,3.6618794679152336,4.072368645794666,2.2571619921382866,446.1771778946956,1228.617570192953,1024.9440004613168,605.2289511691758,4.0,8.0,8.0,13.0,7.427903982002302e-05,5.901193496997163e-05,2.107333253089674e-05,2.32983961481066e-05,4.3596862043888893e-07,-7.87437499353705e-08,9.982506661589162e-08,7.306840863558961e-08,7.691760219509098e-05,9.448073050470422e-05,1.593652186743992e-05,1.7513939657116758e-05,4.862824744225152e-06,1.8190223755638925e-06
27,40,Lieshout,Man / Man,Nederlands,,"Engels (vloeiend), Duits (goed), Frans (basis)",4.0,70.0,Left-handed / Linkshandig,nijmegen_nijmegen_rennen_g_ch2_g7_compr.mp4,ch2g7,7.0,2.0,nijmegen_nijmegen_rennen,nijmegen_nijmegen_rennen_g_ch2,nijmegen,0.0659257509782395,0.08462152743099277,0.016664748914012865,0.009722992354143147,0.0,0.0584291410461814,5.633116225222737,5.690492072498186,2.856181879811767,189.6585626075735,86.79652730828569,142.02943612638006,139.4624907449552,16.0,17.0,20.0,27.0,0.0002133558821289178,0.00018384810379835808,3.271133898150472e-05,6.505057535475772e-05,5.803014695952496e-09,-3.564088931216613e-07,4.548767252883684e-09,-4.700253292507574e-10,8.598844541005749e-05,0.00010617437964282032,1.3587617057453843e-05,3.0183305954404687e-05,1.9256519988729612e-05,1.755340599880702e-05
47,23.0,Freudenstadt ,Woman / Weiblich,Deutsch,1.0,"Englisch (fließend), Spanisch (Grundkenntnisse)",3.0,62.0,Right-handed / Rechtshänder*in,Donner_g_ch3_g7_compr.mp4,ch3g7,7.0,3.0,Donner,Donner_g_ch3,lndw,0.20948073820880592,0.21193366819404436,0.014041720146694064,0.014223590172644292,0.04808505024347949,0.25493354717370253,5.135312846700028,5.187081394876504,2.521018015126104,629.128340750759,727.5338861905706,172.88403306519984,210.13223349966023,4.0,5.0,6.0,6.0,0.00045613357623269465,0.0004508880782432104,4.9715477453860025e-05,4.3034499931727047e-05,-6.447156634092449e-07,-8.393880116986765e-07,-1.2483985399887363e-07,3.533054304311081e-08,0.0002809322369525067,0.0002818441246315829,1.5057900176766937e-05,1.9328769136650804e-05,2.32942645061468e-05,2.9924633674145193e-05
8,24.0,Viersen,Woman / Weiblich,"Deutsch, Russisch, Komi, Englisch",4.0,Spanisch (gute Kenntnisse),5.0,54.0,Right-handed / Rechtshänder*in,Donner_g_ch1_g8_compr.mp4,ch1g8,8.0,1.0,Donner,Donner_g_ch1,lndw,0.22929866980944077,0.2267098997327704,0.0,0.0,0.0,0.3425560081022385,5.635071748599893,5.467591210149324,2.886579884804223,31.426968052730498,62.85393610546566,0.0,0.0,4.0,4.0,0.0,0.0,0.0004912315784972244,0.0005025106310970591,0.0,0.0,-1.2898023054086793e-06,-1.4632781136407632e-06,0.0,0.0,0.00028477959221607287,0.0002885756536437765,0.0,0.0,0.0,0.0
16,23,"Haarlem, Nederland",Woman / Vrouw,"Nederlands, Litouws",,"English (fluent), German (basic knowledge)",4.0,35.0,Right-handed / Rechtshandig,stil_g_ch1_g16_compr.mp4,ch1g16,16.0,1.0,stil,stil_g_ch1,nijmegen,0.027384718490462746,0.09658128820547184,0.0,0.0,0.0,0.03394422338097598,3.8232502316176724,3.9425953970429277,2.1458955150110444,1116.6666666666638,1110.5163338635657,0.0,0.0,3.0,5.0,0.0,0.0,0.0001502405172191615,4.109860107299031e-05,0.0,0.0,2.705665835100796e-07,9.724671491529223e-08,0.0,0.0,0.00015716283742988403,4.64616314558845e-05,0.0,0.0,0.0,0.0
9,58.0,Berlin ,Woman / Weiblich,Deutsch,1.0,No,1.0,50.0,Left-handed / Linkshänder*in,kalt_g_ch1_g9_compr.mp4,ch1g9,9.0,1.0,kalt,kalt_g_ch1,lndw,0.15179411655166197,0.13350632545589425,0.0,0.0,0.0,0.19748183327826702,4.516237729903002,3.1428253272102875,2.0138488868267883,1119.8908676989697,1943.5211101389025,0.0,0.0,6.0,5.0,0.0,0.0,0.00016659615754067175,0.00019411337059843756,0.0,0.0,-4.830771959891036e-07,4.39593960834753e-07,0.0,0.0,0.00019598461617617715,0.00017316982944078494,0.0,0.0,0.0,0.0
56,21.0,Berlin,Man / Männlich,"Deutsch, Englisch",2.0,non,2.0,80.0,Right-handed / Rechtshänder*in,lndw_lndw_rennen_g_ch3_g16_compr.mp4,ch3g16,16.0,3.0,lndw_lndw_rennen,lndw_lndw_rennen_g_ch3,lndw,0.08354114853919337,0.09133946392484266,0.01828877316568088,0.017674234190407284,0.0,0.057702104241664276,5.261265797150417,5.165756610170121,2.50502259535096,453.0195993217214,85.38295750972006,135.14395616855774,151.94215923530297,8.0,8.0,9.0,10.0,0.00019760140432831575,0.00015247792289343855,6.063340072799051e-05,6.306137065430925e-05,2.0354248778065683e-08,-1.0413601936521233e-07,-2.6811932563480016e-08,1.0630635980998182e-07,0.00014049337069568001,0.00012078627144419167,5.10095017427549e-05,5.2527356203890765e-05,2.3057704837473708e-05,1.788743563544941e-05
46,26.0,Weimar,Woman / Weiblich,German ,1.0,"English (fluent), Spanish (B1) ",3.0,75.0,Right-handed / Rechtshänder*in,kalt_g_ch3_g6_compr.mp4,ch3g6,6.0,3.0,kalt,kalt_g_ch3,lndw,0.10422155652787157,0.10586950784263345,0.014296741481655415,0.015456583628018258,0.0,0.13544713221271384,3.589614873400077,4.483448119768216,1.6696064339005532,0.0,1336.7548691689494,558.4922383049891,367.6124166685439,2.0,4.0,4.0,5.0,0.00013300950181846592,0.00013990659693276716,1.6834609102457137e-05,1.8863246848708207e-05,-1.7028415101162337e-07,-1.373381382806742e-06,7.553389912072309e-08,1.9339116556383222e-08,0.00014879049510379766,0.00018217821396530022,1.2419917522441087e-05,1.2355103069213528e-05,7.546667442950568e-06,4.85405616407753e-06
32,24.0,Berlin,Woman / Weiblich,Deutsch,1.0,"Englisch - fließend, Deutsche Gebärdensprache - gute Kenntnisse, Französisch - Grundkenntnisse",4.0,41.0,Right-handed / Rechtshänder*in,langsam_g_ch2_g12_compr.mp4,ch2g12,12.0,2.0,langsam,langsam_g_ch2,lndw,0.1164379368456755,0.11385513826477675,0.018800042785519375,0.020960560318941654,0.02569655875497777,0.109424274629877,4.646044212494218,5.032245456462768,2.445549919224281,594.1588098799973,358.8900713774762,1127.0249266032972,657.9935832176105,4.0,5.0,4.0,6.0,0.00016974121378015224,0.00014318485162473428,4.242679819561949e-05,3.7053937969520155e-05,5.267616995442716e-07,7.294240645661841e-07,1.3403620878106945e-07,1.6135414979190994e-07,0.000131301643670376,0.00012388802253935022,3.068940683203153e-05,3.0490857949564655e-05,1.3847471399237555e-05,1.1701886970401476e-05
5,25,1998,Man / Man,Italian,,"English (fluent), Spanish (good), Arabic (basic)",4.0,71.0,Right-handed / Rechtshandig,nijmegen_nijmegen_rennen_g_ch1_g5_compr.mp4,ch1g5,5.0,1.0,nijmegen_nijmegen_rennen,nijmegen_nijmegen_rennen_g_ch1,nijmegen,0.03134672847561036,0.08785838318511671,0.00893128177028371,0.007096888891831922,0.0,0.03313120166663361,4.954531304145432,5.5549334448434875,2.801091090976566,708.0521650844069,29.626205149466312,159.5363652959784,132.41464100611404,8.0,14.0,16.0,17.0,0.0002703210398647666,4.827666381224903e-05,2.0276955077365397e-05,2.1110969903466555e-05,-1.2563795257986768e-07,2.0355026690927155e-08,8.74190994835169e-09,-3.706370960612775e-08,0.00014474853417115402,3.985013727159362e-05,1.0565713692443383e-05,1.0959244888859079e-05,2.9552126092032155e-05,5.344900364648041e-06
5,25,1998,Man / Man,Italian,,"English (fluent), Spanish (good), Arabic (basic)",4.0,71.0,Right-handed / Rechtshandig,stil_g_ch1_g5_compr.mp4,ch1g5,5.0,1.0,stil,stil_g_ch1,nijmegen,0.0,0.23028316098674434,0.0,0.0,0.0,0.09434175800230726,0.0,4.000285919937749,1.73980397589678,0.0,1008.3333333333278,0.0,0.0,0.0,3.0,0.0,0.0,0.00020771671017052874,1.9459506519375984e-05,0.0,0.0,-3.149004003958936e-07,-3.786042387177915e-08,0.0,0.0,0.0002378835720356888,1.5241844170391346e-05,0.0,0.0,0.0,0.0
